ORI,City #,Name,State,Population,STATE_ABB,oversight-board (y/n),oversight-powers ,oversight-charter-found (y/n),Link,Year created,Independently Investigate (y/n) ,Independently Discipline Officers (y/n),Created Via Election,Selection Method of Board Members 
,244,Berkeley city,California,121385,CA,Y,"https://berkeleyca.gov/your-government/boards-commissions/police-accountability-board  The Police Accountability Board and Director of Police Accountability were created by an amendment to the City Charter, approved by Berkeley voters in November 2020 as ballot Measure II.

 The Police Accountability Board and Director of Police Accountability replace the former Police Review Commission, established in 1973. The purpose of the Director of Police Accountability is to investigate complaints filed against sworn employees of the Berkeley Police Department, to reach an independent finding as to the facts and recommend corrective action where warranted. ",Y,https://berkeley.municipal.codes/Charter/125,2020,Y,N (But close),Y,Appointed
,245,Hartford city,Connecticut,121057,CT,Y,"The Civilian Police Review Board (CPRB) hears public complaints against Hartford police officers in order to maintain an independent oversight of the Police Department. The Inspector General conducts and oversees investigations into the allegations of misconduct by the police and reports findings to the CPRB for evaluation. The CPRB holds public meetings to hear the findings and vote on the results. The CPRB then transmits its findings to the Chief of the Police for discipline. If the Chief does not accept the findings of the CPRB, the CPRB can appeal the chief's decision to an independent arbitrator. 

The CPRB can being an investigation by receiving a citizen complaint against specific officers or it can initiate its own investigations into police conduct. The Board has the power to subpoena witnesses for testimony and for the production of documents and records. The CPRB also has access to the same files and reports as the Hartford Police Department. Based on its oversight experience, the CPRB can also make policy recommendations to the Mayor's Office and Court of Common Council. 

",Y,https://www.hartfordct.gov/files/assets/public/v/2/town-clerk/council-documents/2020/proposed-ordinances/cprb.2020.10.26-cprb-amendment.final.pdf,2020,Y,Y ,N,Appointed
,246,Rochester city,Minnesota,120848,MN,Y,"The mayor shall appoint, with the common council's advice and consent, seven members of the commission as follows:(1)One person recommended for membership by the city branch of the National Association for the Advancement of Colored People (""NAACP"") and subsequently appointed by the mayor;(2)Six people appointed by the mayor based on their interest and involvement in social justice and human rights. Community-based organizations shall be encouraged to recommend to the mayor candidates for commission membership. Following its establishment, the commission shall review and comment on the policies, practices and procedures adopted or to be adopted by police administration as they relate to the legal requirements of state and federal law and the expectations of the community. The commission shall also, to the extent allowed by the Minnesota Government Data Practices Act (Minn. Stats. ch. 13), review those incidents in which a member of the public has alleged that a member of the department has engaged in conduct violating an existing policy, practice or procedure, or that an existing policy, practice or procedure is unlawful. The commission may make policy and procedure recommendations to the department as well as educational initiatives that may be of benefit to the public and/or the department.(b)In the event the commission believes a policy, practice or procedure to be in conflict with state or federal law, the commission will bring that conflict to the attention of the city attorney who will make a determination regarding the legality of the policy, practice or procedure at issue.(c)In the event the commission believes a policy, practice or procedure is inconsistent with the expectations of the community, the commission will initiate discussions with the chief of police in order to resolve that inconsistency. Should the inconsistency not be resolved, the commission may notify the mayor and ask for a determination regarding the issue in question. In the event the issue still remains unresolved, and the mayor and commission feel it is of sufficient gravity or consequence to warrant council intervention, the mayor may refer the issue to the common council for resolution. The common council may consider the issue and, at the discretion of the council, resolve it either by consensus or through a public hearing and subsequent issuance of a formal resolution. Pursuant to the Peace Officers Disciplinary Procedures Act (Minn. Stats. § 626.89), the commission shall not have the authority to investigate or make a finding of fact or determination regarding a complaint against an officer or impose discipline on an officer. The commission may make a recommendation regarding the merits of a complaint; however, the recommendation shall be advisory only and shall not be binding on, nor limit the authority of the chief of police.
 ",Y,https://library.municode.com/mn/rochester/codes/code_of_ordinances?nodeId=PTIICOOR_TIT2GEGO_CH2-13POPOOVCO,2024,N,N,N,Appointed
,247,Clovis city,California,120607,CA,N,,,,,,,,
,248,Round Rock city,Texas,120465,TX,N,,,,,,,,
,249,College Station city,Texas,120451,TX,N,,,,,,,,
,250,Meridian city,Idaho,119872,ID,N,,,,,,,,
,251,Fairfield city,California,119420,CA,N,,,,,,,,
,252,The Woodlands,Texas,118402,TX,N,,,,,,,,
,253,Richardson city,Texas,118063,TX,N,,,,,,,,
,254,Cambridge city,Massachusetts,117962,MA,Y,"https://www.cambridgema.gov/Departments/policereviewandadvisoryboard  There shall be a five-member City of Cambridge Police Review and Advisory Board (the ""Board""). Members of the Board shall be appointed by the City Manager. The Board shall have the following duties:

A.The Chief of Police in consultation with the Board, shall establish policies, rules and regulations for the Police Department (the ""Department"");B.The Board and the City Council shall review the Department budget before it is submitted to the City Manager;C.The Board shall receive and resolve, as provided in Sections 2.74.080 and 2.74.090 of this chapter, any complaint concerning the operation of the Department;D.The Board shall make recommendations to the Chief of Police and/or the City Manager in matters concerning the discipline of employees of the Department;E.The Board shall make quarterly reports to the City Manager, the Mayor, City Council and to the public, of the Department's activities during the previous year, including the handling of complaints, and of future plans. The final disposition of complaints shall be made public;F.The Board, with the assistance and approval of the City Solicitor, shall have the power to subpoena witnesses, administer oaths, take testimony and require the production of evidence. The Board, through the office of the City Solicitor, shall apply to the appropriate court to enforce a subpoena or order for production of evidence or to impose any penalty prescribed for failure to obey a subpoena or order. The Board may delegate in writing to a member of its staff the powers to administer oaths and take testimony. A delegation is revocable at the will of the Board and does not prevent exercise of any power by the Board.
",Y,https://library.municode.com/ma/cambridge/codes/code_of_ordinances?nodeId=TIT2ADPE_CH2.74POREADBO,1984,N,N,N,Appointed
,255,West Palm Beach city,Florida,117588,FL,N,,,,,,,,
,256,East Los Angeles,California,117222,CA,N,Governed by LASD,,,,,,,
,257,Billings city,Montana,117093,MT,Y,"https://www.billingsmt.gov/3017/Citizen-Police-Advisory-Board There is hereby created a seven (7) member Citizen Police Advisory Board whose members will be appointed by the Mayor and confirmed by the City Council.   Additionally, up to two (2) ex-officio representatives of city departments, may be appointed by the City Administrator.  The Board shall expire at the end of four (4) years or when the Board members determine by majority vote that their work has been completed, whichever comes first.   Citizen members shall apply to serve on the Board and must indicate their qualifications in the fields of crime prevention and/or the key issue areas outlined in the duties of the Board.   Five (5) citizen members shall be appointed to four-year terms beginning on January 1, 2022.  In addition to five (5) citizen members serving four-year terms, two (2) members from the following coalitions shall be appointed annually, so long as the coalitions remain active.  Each coalition representative shall be nominated by his or her respective coalition and then approved by the mayor and city council in their discretion; Yellowstone County Continuum of Care; and Yellowstone County Substance Abuse Connect.  Members will examine and make recommendations to the Chief of Police, City Administrator and city council on the following key objectives:  Recruitment, retention and workplace diversity; crime prevention and diversion; community support and engagement; and data collection and analysis",N,,2021,N,N,N,Appointed
,258,Clearwater city,Florida,116984,FL,N,,,,,,,,
,259,Wilmington city,North Carolina,116933,NC,N,"The city council does have the authority to establish a citizen review board without subpoena power, but the board’s ability to review police recordings is unclear under current laws, Jerod Patterson, the communications director for the city of Wilmington, wrote in an email to the StarNews. Reviewing police records is a key part of the ""robust citizen review process,"" Patterson added.

North Carolina statutes make employee personnel files confidential, which means the city can only share the information in very limited circumstances. Special legislation is needed to give members of a citizen review board the authority to view personnel files.
",N,,,,,,
,260,Evansville city,Indiana,116906,IN,N,Do have board of public safety,,,,,,,
,261,Spring Hill,Florida,116882,FL,N,,,,,,,,
,262,West Jordan city,Utah,116383,UT,N,,,,,,,,
,263,North Charleston city,South Carolina,115755,SC,N,,,,,,,,
,264,Richmond city,California,115619,CA,Y,"https://www.ci.richmond.ca.us/1097/Community-Police-Review-Commission  Independent Investigator who conducts investigations into complaiints Review and evaluate the policies, practices and procedures contained in the Richmond Police Department Manual and develop programs and strategies to promote positive police-community relations and make appropriate recommendations to the Chief of Police. Within thirty (30) days after receiving such recommendations the Chief of Police shall submit a response to the Commission. If the Commission is dissatisfied with the Chief of Police's response, the Commission may submit its recommendations to the City Manager. Within thirty (30) days after receiving such recommendations the City Manager shall forward a response to the Commission. If the Commission is dissatisfied with the City Manager's response, the Commission may submit its recommendations directly to the City Council for appropriate action",Y,https://www.ci.richmond.ca.us/DocumentCenter/View/35382,1984,Y,N (But can go around police),N,Appointed
,265,Westminster city,Colorado,115502,CO,N,,,,,,,,
,266,Manchester city,New Hampshire,115037,NH,N,,,,,,,,
,267,Antioch city,California,115016,CA,N,,,,,,,,
,268,Brandon,Florida,114923,FL,N,,,,,,,,
,269,Carlsbad city,California,114745,CA,Y,"https://voiceofsandiego.org/2022/08/04/morning-report-carlsbad-passes-on-police-oversight-commission/ The council has settled on a Community-Police Engagement Commission, which would allow for discussions between police and a citizen body, but would do little for accountability. 

The commission isn’t what activists hoped for — they wanted a group with sharper teeth, one that could review excessive force incidents and other complaints. But a public survey showed little support for civilian oversight, citing concerns the commission would become too political and lead to unnecessary costs. 

",N,,2022,N,N,N,Appointed
,270,Lowell city,Massachusetts,114737,MA,N,Do have an advisory commission,,,,,,,
,271,Beaumont city,Texas,114573,TX,N,,,,,,,,
,272,Waterbury city,Connecticut,114480,CT,Y,"https://www.waterburyct.org/administration/boards-and-commissions/police-commissioners     The Board of Police Commissioners shall consist of seven members, no more than four of whom shall be members of the same political party.
   (A)   Aldermanic representative. One member shall be a member of the Board of Aldermen, appointed by the Mayor for a term corresponding to said member's immediate term as an Alderman.
   (B)   Appointments; term of office. No later than July 1, 2004, the Mayor shall appoint three members whose terms shall expire on December 31, 2007, and three members whose terms shall expire on December 31, 2005. At the expiration of their respective terms, their successors shall be appointed for a term of four years.
   (C)   No compensation. Members shall serve without compensation, but may be reimbursed for any necessary expenses incurred in the performance of their official duties within the limitations of appropriations.
",Y,https://codelibrary.amlegal.com/codes/waterbury/latest/waterbury_ct/0-0-0-567,2004,N,Y,N,Appointed
,273,Lakeland city,Florida,114404,FL,Y,"The Lakeland Police Citizen Advisory Board was formed in June of 2020, made up of nine citizens from across the Lakeland community. Each member of the Lakeland City Commission, City Manager, and Police Chief Ruben Garcia selected a representative to serve a term on the board.

The LPCAB board is focused on discussing new agency programs, past police/citizen interactions, and providing insight on community needs to LPD staff. The goal of the board is to have an open dialogue with members of the Lakeland Police Department, allowing for continued development to enhance quality of life for our citizens and those visiting our beautiful city.
",N,,2020,N,N,N,Appointed
,274,Provo city,Utah,114400,UT,Y,Members serve at the police chief’s invitation. Strives to invite citizens who can speak to and represent various constituencies. Expected that members be courteous to one another and foster an environment that is a safe place to discuss several viewpoints. https://www.ksl.com/article/33264576/provo-police-hold-1st-citizen-advisory-board-meeting,N,,2015,N,N,N,Appointed
,275,Broken Arrow city,Oklahoma,114237,OK,N,,,,,,,,
,276,Springfield city,Illinois,114214,IL,Y,"https://springfield.il.us/Departments/PoliceDepartment/Documents/Transparency/PCRC.pdf Upon receiving a valid complaint, the PCRC reviews the Springfield Police Department’s internal affairs file, conducts a hearing, and then may make one of four recommendations to the City’s Chief of Police: 1. That it concurs with the finding of the Chief of Police 2. That it does not concur with the finding of the Chief of Police 3. That the case should be referred back to internal affairs for further investigation; or 4. That the case be continued due to a lack of four votes for any of the first three options. Upon the completion of an investigation of a formal citizen complaint, the complainant will receive a letter from the Internal Affairs Division of the Springfield Police Department. This letter will inform the complainant of the disposition of the complaint as determined by the Chief of Polic",N,,2005,N,N,N,Appointed
,277,Elgin city,Illinois,114190,IL,Y,"https://www.chicagotribune.com/2024/03/26/new-civilian-review-board-to-give-residents-some-say-in-cases-brought-against-elgin-police/  Review, evaluate, and make recommendations concerning the police department’s activities and efforts in promoting and achieving equity with respect to racial, gender, and cultural diversity in officer recruitment and training; B. Review, evaluate and make recommendations concerning the department’s overall relationship with the public; C. Add an outside perspective to the evaluation of civilian complaints; D. Review and evaluate the administration and consistency in the imposition of discipline within the department with respect to civilian complaints; E. Provide a timely, fair, and objective review of civilian complaints, the manner which they are investigated and a recommendation to the chief as to proposed discipline prior to imposition; and F. Provide a systematic means to achieve continuous improvement in the interactions between the public and police",Y,https://elginil.gov/DocumentCenter/View/85245/Civilian-Review-Board-Ordinance,2024,N,N,N,Appointed
,278,High Point city,North Carolina,114120,NC,N,,,,,,,,
,279,Gresham city,Oregon,113525,OR,N,,,,,,,,
,280,Leaguecity,Texas,113469,TX,N,,,,,,,,
,281,Odessa city,Texas,113353,TX,N,,,,,,,,
,282,Peoria city,Illinois,113054,IL,N,,,,,,,,
,283,Downey city,California,113052,CA,N,,,,,,,,
,284,Lansing city,Michigan,112986,MI,N,no CRB but https://www.lansingmi.gov/1027/Commission-Investigator,,,,,,,
,285,Murrieta city,California,111899,CA,N,,,,,,,,
,286,Pompano Beach city,Florida,111790,FL,N,,,,,,,,
,287,Miami Gardens city,Florida,111618,FL,N,,,,,,,,
,288,Costa Mesa city,California,111490,CA,N,,,,,,,,
,289,Pueblo city,Colorado,111430,CO,N,,,,,,,,
,290,Las Cruces city,New Mexico,111273,NM,N,,,,,,,,
,292,Everett city,Washington,110847,WA,N,,,,,,,,
,293,San Buenaventura (Ventura) city,California,110358,CA,N,,,,,,,,
,294,Temecula city,California,110114,CA,N,,,,,,,,
,295,Sugar Land city,Texas,110077,TX,N,,,,,,,,
,296,Santa Maria city,California,109543,CA,N,,,,,,,,
,297,El Monte city,California,108682,CA,N,LASD jurisdiction,,,,,,,
,298,Dearborn city,Michigan,108414,MI,N,,,,,,,,
,299,West Covina city,California,108173,CA,N,,,,,,,,
,300,Sparks city,Nevada,108025,NV,N,,,,,,,,
,301,Greeley city,Colorado,107949,CO,N,,,,,,,,
,302,South Fulton city,Georgia,107865,GA,Y,https://www.fox5atlanta.com/news/south-fulton-approves-civilian-oversight-panel,N,,2025,N,N,N,Appointed
,303,Centennial city,Colorado,107702,CO,N,,,,,,,,
,304,Sandy Springs city,Georgia,107221,GA,N,,,,,,,,
,305,Green Bay city,Wisconsin,106846,WI,Y,"https://www.greenbaywi.gov/568/Police-Fire-Commission  Wisconsin Statute, the PFC’s primary role is to staff the police and fire departments.   This includes appointing the chiefs, reviewing and approving all promotions not governed by labor agreements, and making final hiring decisions for all new officers and firefighters.   The PFC reviews and holds hearings concerning any contested disciplinary suspensions and all terminations of police and fire employees",N,,1895,N,Y,N (but 1895 state leg passed),Appointed
,306,Inglewood city,California,106806,CA,N,,,,,,,,
,307,Hillsboro city,Oregon,106612,OR,N,,,,,,,,
,308,Columbia,Maryland,106600,MD,Y,"https://www.howardcountymd.gov/boards-commissions/police-accountability-board  The Police Accountability Board’s responsibilities include the following actions:
Accepts and forwards complaints from citizens for investigation by the police and sheriff’s departments
Appoints members to Charging Committees and Trial Boards
Reviews outcomes of disciplinary matters considered by the Charging Committees and Trial Boards
Submits an annual report to the County that identifies any trends in disciplinary actions against law enforcement personnel
Makes policy recommendations that would improve police accountability and meets with community youth representatives at least twice a year
",Y,,2022,N,Y,N (but state law),Appointed
,309,Boulder city,Colorado,106598,CO,Y,"The Police Oversight Panel was created by the Council to increase community involvement in police oversight and to ensure that historically excluded communities have a voice in police oversight. The ordinance established the Police Oversight Panel an independent entity supported by the Office of the Independent Police Monitor.

Panel responsibilities include reviewing completed internal complaint investigations, recommending disposition and discipline for those complaints, and to making policy and training recommendations to the department. The panel may also identify analyses that they would like the monitor to conduct.

 ",Y,https://documents.bouldercolorado.gov/WebLink/DocView.aspx?id=187558&dbid=0&repo=LF8PROD2&_ga=2.263037452.1264000978.1756495953-1566739519.1756495953,2023,N,N,N,Appointed
,310,Tyler city,Texas,106440,TX,N,,,,,,,,
,311,Burbank city,California,106389,CA,Y,"The Police Commission shall have the following powers and duties: 1.    To initiate studies and surveys in the general field of police science and law enforcement and report its findings and recommendations to the Council; 2.    To conduct hearings, investigations, or both, at the request of the Council for the purpose of ascertaining whether additional legislation is needed for the health, safety, peace and welfare of the inhabitants of the City and to make findings and recommendations to the Council; 3.    To act in an advisory capacity to the Council on policy matters pertaining to the Police Department of the City; 4.    To receive complaints, except those relating to traffic engineering, pertaining to the Police Department and law enforcement in general; 5.    To examine books, papers, records and accounts in the Police Department, other than confidential matters under investigation. ",Y,https://burbank.granicus.com/MetaViewer.php?view_id=49&clip_id=9929&meta_id=402154,2007,Y,N,N,Appointed
,312,Davie town,Florida,105821,FL,N,,,,,,,,
,313,Tuscaloosa city,Alabama,105797,AL,N,,,,,,,,
,314,El Cajon city,California,105721,CA,N,,,,,,,,
,315,Jurupa Valley city,California,105672,CA,N,Riverside SD jurisdiction,,,,,,,
,316,Allen city,Texas,105444,TX,N,,,,,,,,
,317,Renton city,Washington,105355,WA,N,has a community council...https://www.rentonwa.gov/Government/Departments-and-Offices/Police/Community-Engagement/Chiefs-Community-Council,,,,,,,
,318,Concord city,North Carolina,105335,NC,N,,,,,,,,
,319,Brockton city,Massachusetts,104713,MA,N,,,,,,,,
,320,Rio Rancho city,New Mexico,104351,NM ,N,,,,,,,,
,321,San Mateo city,California,104165,CA,N,Sheriff dpt https://www.smcgov.org/bos/public-safety-advisory-subcommittee,,,,,,,
,322,Rialto city,California,103873,CA,N,,,,,,,,
,323,Spokane Valley city,Washington,103761,WA,Y," https://my.spokanecity.org/opo/authority/  This contract with the police guild orders the OPO to explain the three main “potential processes” to resolve the citizen’s complaint: mediation, forwarding the complaint to Internal Affairs, or requesting an OPO-led investigation (of an IA-forwarded complaint). Additionally, “no discipline may result from an OLOII” and if there is an OPO led investigation, the complaint “cannot be investigated elsewhere.” Despite not being investigated elsewhere, the OPO does not have power to fully investigate, as police “employees shall not be compelled to provide a statement.” If officers refuse to testify, such as was the case referenced in the OPO’s December 2022 report, there will simply be no testimony.

The OPO’s closing report is again censured by those they are investigating: the Ombudsman “may publish a closing report so long as the closing report does not identify specific members of the Department and does not in any way comment on officer discipline (or lack thereof). The closing report will identify the author(s)…the report will not determine whether there has been a violation of the law or policy or recommended discipline.” Again the Spokane Police Guild Agreement, with its recent edits, now time caps the supposedly independent OPO by demanding “an OLOII will be completed within 180 days of the beginning of the OLOII.”

",Y,https://static.spokanecity.org/documents/opo/authority/opo-non-binding-resolution.pdf,2013,Y,N,Y,Appointed
,324,Menifee city,California,103680,CA,N,,,,,,,,
,325,Dalycity,California,103648,CA,N,,,,,,,,
,326,South Bend city,Indiana,103084,IN,Y,"The Review Board shall be composed of nine Members appointed by the South Bend Common Council who serve at the pleasure of the Common Council. There shall be at least one Member appointed from each South Bend councilmanic district.  After an investigation has been returned to the Community Police Review Office, the Review Board shall review the investigation and the action taken or recommended, if any, by the Chief of the South Bend Police Department.  Section 2. Review Board Options If the Review Board disagrees with the action taken or recommended by the Chief or the investigation conducted by the South Bend Police Department, the Review Board shall notify the officer or officers alleged to have been involved in the complaint. The Review Board may then, by majority vote: A. B.  C. Order the Director of the Review Office to further investigate the allegations of the complaint,  Conduct an informal administrative hearing on the complaint, or Order the Director to engage in a process of informal mediation to attempt to resolve the complaint. ",Y,https://southbendin.gov/wp-content/uploads/2025/03/By-Laws-ARM.pdf,2020,N,N,N,Appointed
,327,Chico city,California,102790,CA,N,,,,,,,,
,328,Nampa city,Idaho,102598,ID,N,,,,,,,,
,329,Wichita Falls city,Texas,102482,TX,N,,,,,,,,
,330,Riverview,Florida,102467,FL,N,,,,,,,,
,331,Norwalk city,California,101893,CA,N,Contracts with LASD,,,,,,,
,332,Lee's Summit city,Missouri,101728,MS,N,,,,,,,,
,333,Vacaville city,California,101631,CA,N,,,,,,,,
,334,Highlands Ranch,Colorado,101514,CO,N,contracts with douglas county sherriff,,,,,,,
,335,Davenport city,Iowa,101448,IA,N,,,,,,,,
,336,San Tan Valley,Arizona,101207,AZ,N,,,,,,,,
,337,Quincy city,Massachusetts,100981,MS,N,,,,,,,,
,338,Edinburg city,Texas,100964,TX,N,,,,,,,,
,339,Lynn city,Massachusetts,100653,MS,N,,,,,,,,
,340,New Bedford city,Massachusetts,100620,MS,N,,,,,,,,
